branche,lobbygruppe,parlamentarier,parlamentarier_id,partei,fraktion,kanton,geschlecht,id,organisation,status,art,funktion,in_organisation_seit,rechtsform,verguetung
Bildung,Bildung/Wissenschaft,Fabien Fivaz,4260,Grüne,G,NE,M,13173,Université de Neuchâtel,deklariert,beirat,mitglied,,Oeffentlich-rechtlich,7000
Bildung,Bildung/Wissenschaft,Flavia Wasserfallen,4224,SP,S,BE,F,11659,Berner Fachhochschule,deklariert,beirat,mitglied,2021-01-29,Oeffentlich-rechtlich,0
Bildung,Bildung/Wissenschaft,Franz Grüter,4162,SVP,V,LU,M,3733,Hochschule Luzern,deklariert,beirat,mitglied,,Oeffentlich-rechtlich,0
Bildung,Bildung/Wissenschaft,Gerhard Andrey,4245,Grüne,G,FR,M,7710,Hochschule für Technik und Architektur Freiburg,deklariert,beirat,mitglied,,Oeffentlich-rechtlich,0
Bildung,Bildung/Wissenschaft,Gerhard Pfister,1109,M,M-E,ZG,M,3996,Stiftung Zürcher Sprachheilschule Unterägeri,deklariert,vorstand,mitglied,2009-02-07,Stiftung,0
Bildung,Bildung/Wissenschaft,Gerhard Pfister,1109,M,M-E,ZG,M,6819,plusbildung - Ökumenische Bildungslandschaft Schweiz,deklariert,vorstand,mitglied,,Verein,1
Bildung,Bildung/Wissenschaft,Gerhard Pfister,1109,M,M-E,ZG,M,6818,Hochalpines Institut Ftan AG,deklariert,vorstand,mitglied,,AG,1
Bildung,Bildung/Wissenschaft,Gerhard Pfister,1109,M,M-E,ZG,M,3999,Katholische Arbeitsgemeinschaft für Erwachsenenbildung der Schweiz und Liechtensteins,deklariert,vorstand,praesident,,Verein,0
Bildung,Bildung/Wissenschaft,Hans Stöckli,1267,SP,S,BE,M,13270,Politforum Thun,deklariert,beirat,mitglied,,Verein,0
Bildung,Bildung/Wissenschaft,Heidi Z'graggen,4243,M,M-E,UR,F,7433,Hochschule Luzern,nicht-deklariert,beirat,mitglied,,Oeffentlich-rechtlich,0
Bildung,Bildung/Wissenschaft,Irène Kälin,4218,Grüne,G,AG,F,13148,Netzwerk Future,nicht-deklariert,beirat,mitglied,,Informelle Gruppe,0
Bildung,Bildung/Wissenschaft,Isabelle Chassot,4325,M,M-E,FR,F,13849,Fondation Bible patrimoine culturel,deklariert,vorstand,mitglied,2022-07-29,Stiftung,0
Bildung,Bildung/Wissenschaft,Johanna Gapany,4306,FDP,RL,FR,F,13592,Netzwerk Future,nicht-deklariert,beirat,mitglied,2022-03-23,Informelle Gruppe,
Bildung,Bildung/Wissenschaft,Katja Christ,4252,GLP,GL,BS,F,13599,Netzwerk Future,nicht-deklariert,beirat,mitglied,2022-06-02,Informelle Gruppe,
Bildung,Bildung/Wissenschaft,Laurence Fehlmann Rielle,4195,SP,S,GE,F,11028,Université Populaire Albanaise,deklariert,vorstand,praesident,,Verein,0
Bildung,Bildung/Wissenschaft,Laurent Wehrli,4194,FDP,RL,VD,M,7377,Hochschule für Gesundheit Waadt,deklariert,beirat,mitglied,,Oeffentlich-rechtlich,0
Bildung,Bildung/Wissenschaft,Laurent Wehrli,4194,FDP,RL,VD,M,13622,Netzwerk Future,nicht-deklariert,beirat,mitglied,2022-06-16,Informelle Gruppe,
Bildung,Bildung/Wissenschaft,Lilian Studer,4294,EVP,M-E,AG,F,13140,Netzwerk Future,nicht-deklariert,beirat,mitglied,,Informelle Gruppe,
Bildung,Bildung/Wissenschaft,Marco Romano,4120,M,M-E,TI,M,6740,Konferenz der Höheren Fachschulen,deklariert,vorstand,mitglied,,Verein,4000
Bildung,Bildung/Wissenschaft,Marianne Streiff-Feller,4036,EVP,M-E,BE,F,2474,savoirsuisse,nicht-deklariert,beirat,mitglied,,Informelle Gruppe,0
Bildung,Bildung/Wissenschaft,Marie-France Roth Pasquier,4284,M,M-E,FR,F,13138,Netzwerk Future,nicht-deklariert,beirat,mitglied,,Informelle Gruppe,0
Bildung,Bildung/Wissenschaft,Marina Carobbio Guscetti,3830,SP,S,TI,F,1246,Netzwerk Future,nicht-deklariert,beirat,mitglied,,Informelle Gruppe,0
Bildung,Bildung/Wissenschaft,Marina Carobbio Guscetti,3830,SP,S,TI,F,12041,Fondazione per la ricerca e lo sviluppo dell'Università della Svizzera italiana,deklariert,beirat,mitglied,2021-05-28,Stiftung,0
Bildung,Bildung/Wissenschaft,Martin Candinas,4070,M,M-E,GR,M,11054,Verein ibW Höhere Fachschule Südostschweiz,deklariert,vorstand,praesident,2020-09-30,Verein,0
Bildung,Bildung/Wissenschaft,Martin Candinas,4070,M,M-E,GR,M,4207,Fachhochschule Ostschweiz,nicht-deklariert,beirat,mitglied,,Staatlich,
Bildung,Bildung/Wissenschaft,Martin Landolt,4008,M,M-E,GL,M,3980,"Hochschule für Technik Rapperswil (HSR), Fachhochschule Ostschweiz",deklariert,beirat,mitglied,,Staatlich,0
Bildung,Bildung/Wissenschaft,Martin Schmid,4078,FDP,RL,GR,M,861,Universität St. Gallen,deklariert,geschaeftsfuehrend,,,Staatlich,1
Bildung,Bildung/Wissenschaft,Martina Munz,4134,SP,S,SH,F,6739,"FH SCHWEIZ, Dachverband der Absolventinnen und Absolventen Fachhochschulen",deklariert,beirat,mitglied,,Verein,0
Bildung,Bildung/Wissenschaft,Martina Munz,4134,SP,S,SH,F,5351,Netzwerk Future,nicht-deklariert,beirat,mitglied,,Informelle Gruppe,0
Bildung,Bildung/Wissenschaft,Martina Munz,4134,SP,S,SH,F,4021,SGAB Schweiz. Gesellschaft für angew. Berufsbildungsforschung,deklariert,vorstand,praesident,,Verein,0
Bildung,Bildung/Wissenschaft,Matthias Aebischer,4049,SP,S,BE,M,13133,Netzwerk Future,nicht-deklariert,vorstand,mitglied,2021-12-13,Informelle Gruppe,0
Bildung,Bildung/Wissenschaft,Matthias Aebischer,4049,SP,S,BE,M,5202,Stiftung Sternwarte Uecht,deklariert,beirat,mitglied,,Stiftung,0
Bildung,Bildung/Wissenschaft,Matthias Michel,4309,FDP,RL,ZG,M,13142,Netzwerk Future,nicht-deklariert,beirat,mitglied,,Informelle Gruppe,0
Bildung,Bildung/Wissenschaft,Matthias Michel,4309,FDP,RL,ZG,M,8212,"FH SCHWEIZ, Dachverband der Absolventinnen und Absolventen Fachhochschulen",deklariert,beirat,mitglied,,Verein,0
Bildung,Bildung/Wissenschaft,Maya Graf,806,Grüne,G,BL,F,13136,Netzwerk Future,nicht-deklariert,vorstand,mitglied,,Informelle Gruppe,
Bildung,Bildung/Wissenschaft,Michel Matter,4276,GLP,GL,GE,M,13614,Netzwerk Future,nicht-deklariert,beirat,mitglied,2022-01-14,Informelle Gruppe,
Bildung,Bildung/Wissenschaft,Mustafa Atici,4304,SP,S,BS,M,13143,Netzwerk Future,nicht-deklariert,beirat,mitglied,,Informelle Gruppe,0
Bildung,Bildung/Wissenschaft,Nadine Masshardt,4130,SP,S,BE,F,13056,Zürcher Hochschule der Künste,deklariert,beirat,mitglied,2021-12-10,Staatlich,0
Bildung,Bildung/Wissenschaft,Natalie Imboden,4328,Grüne,G,BE,F,13497,Berner Fachhochschule,deklariert,beirat,mitglied,2022-05-13,Oeffentlich-rechtlich,0
Bildung,Bildung/Wissenschaft,Nicolas Walder,4297,Grüne,G,GE,M,13621,Netzwerk Future,nicht-deklariert,beirat,mitglied,2022-06-16,Informelle Gruppe,0
Bildung,Bildung/Wissenschaft,Peter Schilliger,4124,FDP,RL,LU,M,5562,Hochschule Luzern,deklariert,beirat,mitglied,,Oeffentlich-rechtlich,1
Bildung,Bildung/Wissenschaft,Philipp Kutter,4225,M,M-E,ZH,M,13137,Netzwerk Future,nicht-deklariert,vorstand,mitglied,,Informelle Gruppe,0
Bildung,Bildung/Wissenschaft,Philipp Kutter,4225,M,M-E,ZH,M,6235,Regionales Ausbildungszentrum Au,deklariert,vorstand,mitglied,2015-02-20,Verein,0
Bildung,Bildung/Wissenschaft,Philipp Kutter,4225,M,M-E,ZH,M,6742,Konferenz der Höheren Fachschulen,deklariert,vorstand,mitglied,,Verein,4000
Bildung,Bildung/Wissenschaft,Philippe Bauer,4187,FDP,RL,NE,M,7322,Université de Neuchâtel,deklariert,beirat,mitglied,,Oeffentlich-rechtlich,0
Bildung,Bildung/Wissenschaft,Philippe Nantermod,4193,FDP,RL,VS,M,13074,Netzwerk Future,nicht-deklariert,beirat,mitglied,2021-12-22,Informelle Gruppe,0
Bildung,Bildung/Wissenschaft,Pierre-Yves Maillard,491,SP,S,VD,M,11482,Movendo - Das Bildungsinstitut der Gewerkschaften,deklariert,vorstand,praesident,2020-12-11,Verein,0
Bildung,Bildung/Wissenschaft,Pirmin Schwander,1159,SVP,V,SZ,M,11740,Sirea AG Schweizerisches Institut für Immobilienbewertung,nicht-deklariert,taetig,,,AG,
Bildung,Bildung/Wissenschaft,Prisca Birrer-Heimo,4030,SP,S,LU,F,1579,Zentrum für Recht und Nachhaltigkeit CLS der Universität Luzern,deklariert,beirat,mitglied,,Staatlich,0
Bildung,Bildung/Wissenschaft,Raphaël Mahaim,4327,Grüne,G,VD,M,13381,Université de Lausanne,deklariert,taetig,,,Staatlich,1
Bildung,Bildung/Wissenschaft,Raphaël Mahaim,4327,Grüne,G,VD,M,13380,HES-SO Fachhochschule Westschweiz,deklariert,taetig,,,Staatlich,1
Bildung,Bildung/Wissenschaft,Regine Sauter,4202,FDP,RL,ZH,F,3641,Europa Institut an der Universität Zürich,deklariert,vorstand,mitglied,,Verein,0
Bildung,Bildung/Wissenschaft,Rocco Cattaneo,4217,FDP,RL,TI,M,8330,Centro Competenze Tributarie,deklariert,beirat,mitglied,,Staatlich,0
Bildung,Bildung/Wissenschaft,Roger Nordmann,1279,SP,S,VD,M,5471,"Stiftung Fernfachhochschule Schweiz, Brig FFH-CH",deklariert,beirat,mitglied,,Stiftung,0
Bildung,Bildung/Wissenschaft,Roland Fischer,4089,GLP,GL,LU,M,13146,Netzwerk Future,nicht-deklariert,beirat,mitglied,,Informelle Gruppe,
Bildung,Bildung/Wissenschaft,Ruedi Noser,1153,FDP,RL,ZH,M,12226,Zürcher Hochschule der Künste,nicht-deklariert,beirat,mitglied,,Staatlich,
Bildung,Bildung/Wissenschaft,Ruedi Noser,1153,FDP,RL,ZH,M,1264,Netzwerk Future,nicht-deklariert,vorstand,mitglied,,Informelle Gruppe,0
Bildung,Bildung/Wissenschaft,Sandra Locher Benguerel,4273,SP,S,GR,F,7835,Pädagogische Hochschule (PHGR),deklariert,beirat,mitglied,,Oeffentlich-rechtlich,12000
Bildung,Bildung/Wissenschaft,Sandra Locher Benguerel,4273,SP,S,GR,F,13149,Netzwerk Future,nicht-deklariert,beirat,mitglied,,Informelle Gruppe,
Bildung,Bildung/Wissenschaft,Simone de Montmollin,4256,FDP,RL,GE,F,13581,SIB Institut Suisse de Bioinformatique,deklariert,vorstand,praesident,2022-06-03,Stiftung,1
Bildung,Bildung/Wissenschaft,Simone de Montmollin,4256,FDP,RL,GE,F,13145,Netzwerk Future,nicht-deklariert,beirat,mitglied,,Informelle Gruppe,
Bildung,Bildung/Wissenschaft,Simone de Montmollin,4256,FDP,RL,GE,F,12224,"FH SCHWEIZ, Dachverband der Absolventinnen und Absolventen Fachhochschulen",nicht-deklariert,beirat,mitglied,,Verein,
Bildung,Bildung/Wissenschaft,Stefan Engler,4055,M,M-E,GR,M,10986,Academia Raetica,nicht-deklariert,vorstand,mitglied,,Verein,
Bildung,Bildung/Wissenschaft,Susanne Vincenz-Stauffacher,4296,FDP,RL,SG,F,8221,"Berufs-, Studien- und Laufbahnberatung St.Gallen",deklariert,beirat,praesident,,Staatlich,0
Bildung,Bildung/Wissenschaft,Thierry Burkart,4189,FDP,RL,AG,M,11384,PSI-Impuls,deklariert,vorstand,mitglied,2020-12-02,Verein,0
Bildung,Bildung/Wissenschaft,Tiana Angelina Moser,3897,GLP,GL,ZH,F,1239,Netzwerk Future,nicht-deklariert,beirat,mitglied,,Informelle Gruppe,
Bildung,Bildung/Wissenschaft,Ursula Schneider Schüttel,4123,SP,S,FR,F,13139,Netzwerk Future,nicht-deklariert,beirat,mitglied,,Informelle Gruppe,0
Bildung,Bildung/Wissenschaft,Valérie Piller Carrard,4109,SP,S,FR,F,13150,Netzwerk Future,nicht-deklariert,beirat,mitglied,,Informelle Gruppe,0
Bildung,Bildung/Wissenschaft,Verena Herzog,4129,SVP,V,TG,F,4420,Aktion Bildungs-Kompass,nicht-deklariert,vorstand,mitglied,,Verein,0
Bildung,Bildungsförderung,Andrea Gmür-Schönenberger,4181,M,M-E,LU,F,5528,Ready!,deklariert,beirat,mitglied,,Informelle Gruppe,0
Bildung,Bildungsförderung,Beat Walti,4142,FDP,RL,ZH,M,2407,Fritz Gerber-Stiftung für begabte junge Menschen,deklariert,vorstand,mitglied,,Stiftung,1
Bildung,Bildungsförderung,Benedikt Würth,4237,M,M-E,SG,M,6903,Hans Huber-Stiftung,deklariert,vorstand,mitglied,2015-01-01,Stiftung,0
Bildung,Bildungsförderung,Carlo Sommaruga,1120,SP,S,GE,M,3559,Centre international de formation à l'enseignement des droits de l'homme et de la paix,deklariert,vorstand,praesident,,Stiftung,0
Bildung,Bildungsförderung,Céline Weber,4323,GLP,GL,VD,F,13807,Westschweizer Konferenz für Weiterbildung,deklariert,vorstand,praesident,2022-07-01,Verein,1
Bildung,Bildungsförderung,Christa Markwalder,1139,FDP,RL,BE,F,4380,bitmedia (Schweiz) AG,deklariert,vorstand,mitglied,2006-07-05,AG,800
Bildung,Bildungsförderung,Christine Badertscher,4246,Grüne,G,BE,F,13937,Stiftung Internationales Zentrum der Traditionellen Bewässerung in Europa IZTB,nicht-deklariert,vorstand,mitglied,2022-09-07,Stiftung,
Bildung,Bildungsförderung,Christine Bulliard-Marbach,4101,M,M-E,FR,F,2670,Fonds de recherche du centenaire de l'Université de Fribourg,deklariert,vorstand,mitglied,,Stiftung,0
Bildung,Bildungsförderung,Elisabeth Baume-Schneider,4238,SP,S,JU,F,13434,Fondation RERO plus,deklariert,vorstand,praesident,2022-04-11,Stiftung,0
Bildung,Bildungsförderung,Elisabeth Baume-Schneider,4238,SP,S,JU,F,11665,"Haute école de travail social et de la santé, EESP",deklariert,vorstand,praesident,2021-02-13,Staatlich,0
Bildung,Bildungsförderung,Elisabeth Schneider-Schneiter,4040,M,M-E,BL,F,4630,Förderverein ICT-Scouts & Campus,nicht-deklariert,beirat,mitglied,,Verein,0
Bildung,Bildungsförderung,Emmanuel Amoos,4320,SP,S,VS,M,12094,Schweizer Dachverband Lesen und Schreiben,deklariert,vorstand,mitglied,,Verein,1000
Bildung,Bildungsförderung,Eva Herzog,4239,SP,S,BS,F,11467,Schweizer Jugend forscht,deklariert,vorstand,mitglied,2020-10-28,Stiftung,0
Bildung,Bildungsförderung,Franziska Roth,4283,SP,S,SO,F,11767,Educa Swiss Schweizerische Stiftung für Bildungsförderung und -finanzierung,deklariert,vorstand,mitglied,,Stiftung,0
Bildung,Bildungsförderung,Gerhard Pfister,1109,M,M-E,ZG,M,3997,Stiftung für hochbegabte Kinder,deklariert,vorstand,mitglied,2011-08-12,Stiftung,0
Bildung,Bildungsförderung,Gregor Rutz,4125,SVP,V,ZH,M,13788,SIU - Schweizerisches Institut für Unternehmerschulung AG,nicht-deklariert,vorstand,mitglied,2022-06-30,AG,
Bildung,Bildungsförderung,Hannes Germann,825,SVP,V,SH,M,14009,Stiftung Wissenschaftliche Politikstipendien,nicht-deklariert,vorstand,mitglied,2020-09-24,Stiftung,
Bildung,Bildungsförderung,Hans Wicki,4152,FDP,RL,NW,M,5532,Ready!,nicht-deklariert,beirat,mitglied,,Informelle Gruppe,
Bildung,Bildungsförderung,Heinz Siegenthaler,4146,M,M-E,BE,M,5640,Höhere Fachschule Holz,deklariert,beirat,mitglied,,Staatlich,400
Bildung,Bildungsförderung,Irène Kälin,4218,Grüne,G,AG,F,10928,Ready!,nicht-deklariert,beirat,mitglied,,Informelle Gruppe,0
Bildung,Bildungsförderung,Jakob Stark,4241,SVP,V,TG,M,13164,educationsuisse,deklariert,vorstand,mitglied,,Verein,0
Bildung,Bildungsförderung,Lukas Reimann,3901,SVP,V,SG,M,4291,Verein zur Förderung der Lehrstellenvermittlung in der Schweiz,nicht-deklariert,beirat,,,Verein,0
Bildung,Bildungsförderung,Marina Carobbio Guscetti,3830,SP,S,TI,F,11448,Schweizer Jugend forscht,deklariert,vorstand,mitglied,,Stiftung,0
Bildung,Bildungsförderung,Martina Munz,4134,SP,S,SH,F,5530,Ready!,nicht-deklariert,beirat,mitglied,,Informelle Gruppe,0
Bildung,Bildungsförderung,Matthias Aebischer,4049,SP,S,BE,M,2456,Schweizerischer Verband für Weiterbildung (SVEB),deklariert,vorstand,praesident,,Verein,20657
Bildung,Bildungsförderung,Matthias Aebischer,4049,SP,S,BE,M,5527,Ready!,nicht-deklariert,beirat,mitglied,,Informelle Gruppe,0
Bildung,Bildungsförderung,Matthias Michel,4309,FDP,RL,ZG,M,13189,Vermittlung schweizerischer Bildung in Indonesien,deklariert,vorstand,praesident,2022-01-14,Verein,0
Bildung,Bildungsförderung,Min Li Marti,4197,SP,S,ZH,F,5529,Ready!,nicht-deklariert,beirat,mitglied,,Informelle Gruppe,0
Bildung,Bildungsförderung,Niklaus-Samuel Gugger,4214,EVP,M-E,ZH,M,8037,Kalinga Institut of Social Sience,deklariert,taetig,,,Stiftung,0
Bildung,Bildungsförderung,Niklaus-Samuel Gugger,4214,EVP,M-E,ZH,M,11725,Ready!,nicht-deklariert,beirat,mitglied,,Informelle Gruppe,0
Bildung,Bildungsförderung,Peter Schilliger,4124,FDP,RL,LU,M,11499,Stiftung zur Förderung der Hochschule Luzern - Technik & Architektur,deklariert,vorstand,praesident,2020-12-25,Stiftung,0
Bildung,Bildungsförderung,Pierre-Yves Maillard,491,SP,S,VD,M,7420,Stiftung SGB für Bildung und Publikation,nicht-deklariert,vorstand,praesident,2019-07-11,Stiftung,0
Bildung,Bildungsförderung,Samuel Bendahan,4213,SP,S,VD,M,11416,Schweizer Dachverband Lesen und Schreiben,deklariert,vorstand,praesident,2020-11-27,Verein,8000
Bildung,Bildungsförderung,Simone de Montmollin,4256,FDP,RL,GE,F,13153,Swiss 3R Competence Centre (3RCC),deklariert,beirat,praesident,2022-06-03,Verein,1
Bildung,Bildungsförderung,Thomas Burgherr,4158,SVP,V,AG,M,11751,tunAargau,nicht-deklariert,vorstand,praesident,2017-05-23,Verein,
Bildung,Bildungsförderung,Verena Herzog,4129,SVP,V,TG,F,4418,Gewerbliches Bildungszentrum Weinfelden,deklariert,beirat,mitglied,,Oeffentlich-rechtlich,0
Bildung,Privatschulen,Daniel Jositsch,3891,SP,S,ZH,M,3183,HWZ Hochschule für Wirtschaft Zürich AG,deklariert,vorstand,praesident,,AG,1
Bildung,Privatschulen,Doris Fiala,3877,FDP,RL,ZH,F,5988,HWZ Hochschule für Wirtschaft Zürich AG,nicht-deklariert,beirat,mitglied,,AG,
Bildung,Privatschulen,Gerhard Pfister,1109,M,M-E,ZG,M,4000,Private Bildung Schweiz,deklariert,vorstand,praesident,,Verein,1
Bildung,Privatschulen,Gerhard Pfister,1109,M,M-E,ZG,M,1583,Stiftung schweizerischer Privatschulen,nicht-deklariert,vorstand,praesident,,Stiftung,
Bildung,Privatschulen,Gerhard Pfister,1109,M,M-E,ZG,M,3982,Tagesschule Elementa AG,deklariert,vorstand,praesident,2010-06-17,AG,1
Bildung,Privatschulen,Gerhard Pfister,1109,M,M-E,ZG,M,1584,Verband Schweizerischer Privatschulen (VSP),deklariert,vorstand,mitglied,,Verein,1
Bildung,Privatschulen,Matthias Michel,4309,FDP,RL,ZG,M,11458,ipso Bildung Holding AG,deklariert,vorstand,mitglied,2020-11-10,AG,1
Energie,AKW-Gegner,Beat Flach,4059,GLP,GL,AG,M,2783,Nie wieder Atomkraftwerke - NWA Aargau,deklariert,vorstand,mitglied,,Verein,0
Energie,AKW-Gegner,Florence Brenzikofer,4315,Grüne,G,BL,F,13070,Nie wieder Atomkraftwerke,deklariert,vorstand,vizepraesident,2021-12-17,Verein,0
Energie,AKW-Gegner,Irène Kälin,4218,Grüne,G,AG,F,10931,Beznau Verfahren,nicht-deklariert,vorstand,praesident,,Verein,0
Energie,Alternativenergie,Adèle Thorens Goumaz,3907,Grüne,G,VD,F,12132,Energy Living Lab,deklariert,beirat,mitglied,2021-09-03,Verein,0
Energie,Alternativenergie,Barbara Schaffner,4287,GLP,GL,ZH,F,8345,Biomasse Suisse,deklariert,vorstand,praesident,2020-03-01,Verein,7500
Energie,Alternativenergie,Barbara Schaffner,4287,GLP,GL,ZH,F,8344,ADEV Solarstrom AG,deklariert,vorstand,mitglied,2020-10-09,AG,3000
Energie,Alternativenergie,Barbara Schaffner,4287,GLP,GL,ZH,F,7881,Neue Energie Zürich,deklariert,vorstand,mitglied,,Verein,0
Energie,Alternativenergie,Barbara Schaffner,4287,GLP,GL,ZH,F,8343,ADEV Energiegenossenschaft,deklariert,vorstand,mitglied,2020-10-09,Genossenschaft,2000
Energie,Alternativenergie,Beat Flach,4059,GLP,GL,AG,M,6473,Neue Energie Aargau,deklariert,vorstand,praesident,,Verein,0
Energie,Alternativenergie,Bruno Storni,4312,SP,S,TI,M,13619,Schweiz. Vereinigung für Sonnenenergie (Sses),nicht-deklariert,vorstand,mitglied,2022-06-15,Verein,
Energie,Alternativenergie,Céline Vara,4242,Grüne,G,NE,F,13988,Genossenschaft für Kinderwindmühlen,nicht-deklariert,vorstand,praesident,,Genossenschaft,0
Energie,Alternativenergie,Christa Markwalder,1139,FDP,RL,BE,F,4389,proPellets.ch,nicht-deklariert,beirat,,2015-12-17,Verein,0
Energie,Alternativenergie,Damien Cottier,4254,FDP,RL,NE,M,12098,Suisse Eole,deklariert,beirat,,2021-07-30,Verein,0
Energie,Alternativenergie,Delphine Klopfenstein Broggini,4272,Grüne,G,GE,F,13618,Schweiz. Vereinigung für Sonnenenergie (Sses),nicht-deklariert,vorstand,mitglied,2022-06-15,Verein,
Energie,Alternativenergie,Eric Nussbaumer,3899,SP,S,BL,M,826,ADEV Energiegenossenschaft,deklariert,vorstand,praesident,,Genossenschaft,1
Energie,Alternativenergie,Fabio Regazzi,4072,M,M-E,TI,M,4296,Regazzi Schermature Solari SA,deklariert,vorstand,praesident,2011-12-15,AG,0
Energie,Alternativenergie,François Pointet,4279,GLP,GL,VD,M,11678,Fondation PlanetSolar,deklariert,vorstand,vizepraesident,2021-02-13,Stiftung,0
Energie,Alternativenergie,Gabriela Suter,4295,SP,S,AG,F,12145,Swissolar - Schweizerischer Fachverband für Sonnenenergie,deklariert,vorstand,vizepraesident,2021-05-27,Verein,5000
Energie,Alternativenergie,Gerhard Pfister,1109,M,M-E,ZG,M,3988,Elementa Group AG,deklariert,vorstand,praesident,2012-05-23,AG,1
Energie,Alternativenergie,Jacqueline de Quattro,4257,FDP,RL,VD,F,13171,AEE SUISSE - Dachorganisation der Wirtschaft für erneuerbare Energien und Energieeffizienz,deklariert,vorstand,vizepraesident,2022-01-01,Verein,0
Energie,Alternativenergie,Jacques Nicolet,4168,SVP,V,VD,M,3182,OUI au parc éolien Sur Grati,nicht-deklariert,vorstand,vizepraesident,,Verein,0
Energie,Alternativenergie,Jean-Pierre Grin,3885,SVP,V,VD,M,6349,BioFuels Schweiz - Verband der schweizerischen Biotreibstoffindustrie,nicht-deklariert,vorstand,mitglied,,Verein,
Energie,Alternativenergie,Jürg Grossen,4083,GLP,GL,BE,M,12114,Swissolar - Schweizerischer Fachverband für Sonnenenergie,deklariert,vorstand,praesident,2021-08-21,Verein,10000
Energie,Alternativenergie,Kurt Egger,4258,Grüne,G,TG,M,7669,Nova Energie Ostschweiz AG,deklariert,vorstand,praesident,,AG,0
Energie,Alternativenergie,Leo Müller,4097,M,M-E,LU,M,6658,Solar Agentur Schweiz,deklariert,vorstand,praesident,,Verein,0
Energie,Alternativenergie,Martin Bäumle,1138,GLP,GL,ZH,M,953,Schweizerische Energie-Stiftung,deklariert,beirat,mitglied,,Stiftung,0
Energie,Alternativenergie,Martin Bäumle,1138,GLP,GL,ZH,M,12240,Swiss Power-to-X Collaborative Innovation Network (SPIN),deklariert,vorstand,praesident,2021-10-13,Verein,0
Energie,Alternativenergie,Matthias Samuel Jauslin,4208,FDP,RL,AG,M,8337,Fachvereinigung Wärmepumpen Schweiz FWS,deklariert,vorstand,praesident,,Verein,15000
Energie,Alternativenergie,Matthias Samuel Jauslin,4208,FDP,RL,AG,M,7330,Geothermie Schweiz,deklariert,vorstand,mitglied,,Verein,0
Energie,Alternativenergie,Matthias Samuel Jauslin,4208,FDP,RL,AG,M,3041,Verein Geothermische Kraftwerke Aargau,deklariert,vorstand,praesident,,Verein,0
Energie,Alternativenergie,Melanie Mettler,4277,GLP,GL,BE,F,7498,Sunraising,deklariert,vorstand,mitglied,2015-01-01,Verein,0
Energie,Alternativenergie,Min Li Marti,4197,SP,S,ZH,F,4528,Energie 360 Grad AG,deklariert,vorstand,mitglied,,AG,1
